FlightDate,Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,Origin,OriginCityName,OriginState,Dest,DestCityName,DestState,DepDelay,DepDel15,ArrDelay,ArrDel15,Cancelled,CancellationCode,AirTime,Distance,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2021-01-01,JetBlue,N323XX,2032,SEA,CityName,State,SFO,CityName,State,0,0,-9,0,0,,150,1440,0,0,0,0,0
2021-01-01,American,N765XX,3447,BOS,CityName,State,JFK,CityName,State,0,0,0,0,0,,268,2286,0,0,0,0,0
2021-01-01,JetBlue,N376XX,4170,SFO,CityName,State,DEN,CityName,State,0,0,5,0,0,,57,2575,0,0,0,0,0
2021-01-01,Southwest,N806XX,9540,SFO,CityName,State,BOS,CityName,State,0,0,7,0,0,,289,871,0,0,0,0,0
2021-01-01,Delta,N700XX,1197,ATL,CityName,State,ATL,CityName,State,0,0,-14,0,0,,140,2395,0,0,0,0,0
2021-01-01,American,N332XX,1991,LAX,CityName,State,JFK,CityName,State,0,0,-3,0,0,,206,505,0,0,0,0,0
2021-01-01,American,N968XX,1054,LAX,CityName,State,BOS,CityName,State,0,0,-7,0,0,,330,2375,0,0,0,0,0
2021-01-01,United,N876XX,4178,ORD,CityName,State,MIA,CityName,State,0,0,-11,0,0,,66,1495,0,0,0,0,0
2021-01-01,JetBlue,N538XX,2546,JFK,CityName,State,MIA,CityName,State,0,0,0,0,0,,275,2870,0,0,0,0,0
2021-01-01,Southwest,N139XX,6334,DEN,CityName,State,BOS,CityName,State,0,0,-14,0,0,,72,2893,0,0,0,0,0
2021-01-01,Delta,N907XX,8889,BOS,CityName,State,SFO,CityName,State,15,1,25,1,0,,332,2093,0,0,0,0,25
2021-01-01,Southwest,N547XX,532,DFW,CityName,State,SEA,CityName,State,0,0,4,0,0,,218,2095,0,0,0,0,0
2021-01-01,United,N868XX,9317,ORD,CityName,State,BOS,CityName,State,0,0,-10,0,0,,54,2691,0,0,0,0,0
2021-01-02,American,N449XX,6015,DEN,CityName,State,DEN,CityName,State,0,0,-6,0,0,,256,703,0,0,0,0,0
2021-01-02,United,N832XX,2262,MIA,CityName,State,DEN,CityName,State,0,0,-2,0,0,,65,2217,0,0,0,0,0
2021-01-02,JetBlue,N467XX,4970,BOS,CityName,State,DFW,CityName,State,0,0,-5,0,0,,342,1386,0,0,0,0,0
2021-01-02,American,N560XX,1480,JFK,CityName,State,JFK,CityName,State,0,0,7,0,0,,158,2168,0,0,0,0,0
2021-01-02,Southwest,N708XX,351,SFO,CityName,State,LAX,CityName,State,60,1,66,1,0,,123,315,0,0,0,0,66
2021-01-02,Southwest,N467XX,8274,ORD,CityName,State,MIA,CityName,State,120,1,127,1,0,,353,2744,0,127,0,0,0
2021-01-02,JetBlue,N109XX,8776,JFK,CityName,State,JFK,CityName,State,0,0,2,0,0,,182,2509,0,0,0,0,0
2021-01-02,Delta,N630XX,3788,DFW,CityName,State,LAX,CityName,State,15,1,6,0,0,,52,441,0,0,0,0,0
2021-01-02,United,N836XX,1119,SFO,CityName,State,DEN,CityName,State,30,1,39,1,0,,306,2094,39,0,0,0,0
2021-01-02,United,N883XX,657,DFW,CityName,State,DEN,CityName,State,30,1,25,1,0,,338,1892,25,0,0,0,0
2021-01-02,United,N210XX,614,DFW,CityName,State,MIA,CityName,State,0,0,7,0,0,,125,1764,0,0,0,0,0
2021-01-02,Southwest,N918XX,157,DEN,CityName,State,DEN,CityName,State,45,1,38,1,0,,344,2002,0,0,38,0,0
2021-01-02,United,N894XX,4438,ORD,CityName,State,BOS,CityName,State,0,0,-1,0,0,,63,1589,0,0,0,0,0
2021-01-02,JetBlue,N660XX,8059,SFO,CityName,State,SEA,CityName,State,0,0,-7,0,0,,69,309,0,0,0,0,0
2021-01-02,JetBlue,N171XX,8902,MIA,CityName,State,DEN,CityName,State,0,0,-8,0,0,,104,692,0,0,0,0,0
2021-01-02,JetBlue,N948XX,7370,DFW,CityName,State,DFW,CityName,State,0,0,1,0,0,,177,481,0,0,0,0,0
2021-01-02,Southwest,N148XX,4715,LAX,CityName,State,DFW,CityName,State,30,1,26,1,0,,257,2562,0,0,26,0,0
2021-01-03,United,N207XX,1379,BOS,CityName,State,LAX,CityName,State,60,1,53,1,0,,139,2043,0,0,53,0,0
2021-01-03,United,N125XX,3610,LAX,CityName,State,BOS,CityName,State,60,1,52,1,0,,102,1226,0,0,52,0,0
2021-01-03,Southwest,N744XX,837,MIA,CityName,State,SEA,CityName,State,60,1,61,1,0,,234,892,61,0,0,0,0
2021-01-03,American,N307XX,683,ATL,CityName,State,ATL,CityName,State,0,0,1,0,0,,350,1162,0,0,0,0,0
2021-01-03,United,N124XX,2449,SEA,CityName,State,SEA,CityName,State,15,1,9,0,0,,354,242,0,0,0,0,0
2021-01-03,Southwest,N648XX,3006,BOS,CityName,State,JFK,CityName,State,0,0,-8,0,0,,144,2285,0,0,0,0,0
2021-01-03,American,N574XX,7282,LAX,CityName,State,LAX,CityName,State,0,0,0,0,1,A,233,640,0,0,0,0,0
2021-01-03,Southwest,N473XX,2793,LAX,CityName,State,DEN,CityName,State,0,0,-1,0,0,,182,1258,0,0,0,0,0
2021-01-03,American,N198XX,367,ATL,CityName,State,ORD,CityName,State,0,0,-4,0,0,,170,1123,0,0,0,0,0
2021-01-03,United,N339XX,7617,LAX,CityName,State,ATL,CityName,State,0,0,2,0,0,,305,1550,0,0,0,0,0
2021-01-03,American,N554XX,2351,SEA,CityName,State,MIA,CityName,State,15,1,12,0,0,,359,2206,0,0,0,0,0
2021-01-03,Delta,N745XX,2741,JFK,CityName,State,SEA,CityName,State,45,1,46,1,0,,189,368,46,0,0,0,0
2021-01-03,Southwest,N547XX,3950,MIA,CityName,State,DEN,CityName,State,0,0,-11,0,0,,85,312,0,0,0,0,0
2021-01-04,United,N344XX,8633,DEN,CityName,State,JFK,CityName,State,15,1,5,0,0,,169,2695,0,0,0,0,0
2021-01-04,Delta,N150XX,2191,LAX,CityName,State,DFW,CityName,State,0,0,-14,0,0,,55,1034,0,0,0,0,0
2021-01-04,Delta,N397XX,874,SEA,CityName,State,SFO,CityName,State,45,1,43,1,0,,268,2169,43,0,0,0,0
2021-01-04,United,N437XX,7761,LAX,CityName,State,SEA,CityName,State,0,0,-10,0,0,,258,1626,0,0,0,0,0
2021-01-04,Southwest,N299XX,2359,MIA,CityName,State,SEA,CityName,State,0,0,8,0,0,,227,2113,0,0,0,0,0
2021-01-04,United,N609XX,9472,MIA,CityName,State,MIA,CityName,State,0,0,-2,0,0,,69,1572,0,0,0,0,0
